fund_code,fund_name,latest_net_value,latest_total_value,history_net_value,history_total_value,daily_growth_value,daily_growth_rate,latest_date,history_date,update_time
015873,工银国证新能源车电池ETF发起式联接A,0.9367,0.9367,0.9086,0.9086,0.0281,3.09,2025-10-02,2025-10-02,2025-10-02 11:21:15
015874,工银国证新能源车电池ETF发起式联接C,0.9276,0.9276,0.8998,0.8998,0.0278,3.09,2025-10-02,2025-10-02,2025-10-02 11:21:15
015875,汇添富中证同业存单AAA指数7天持有期,1.0572,1.0572,1.0569,1.0569,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
015876,富国中证消费电子主题ETF发起式联接A,1.1710,1.1710,1.1519,1.1519,0.0191,1.66,2025-08-12,2025-08-12,2025-08-12 14:58:18
015877,富国中证消费电子主题ETF发起式联接C,1.1637,1.1637,1.1447,1.1447,0.0190,1.66,2025-08-12,2025-08-12,2025-08-12 14:58:18
015878,富国中证农业主题ETF联接A,0.7941,0.7941,0.7922,0.7922,0.0019,0.24,2025-08-12,2025-08-12,2025-08-12 14:58:19
015879,富国中证农业主题ETF联接C,0.7895,0.7895,0.7876,0.7876,0.0019,0.24,2025-08-12,2025-08-12,2025-08-12 14:58:19
015880,中欧小盘成长混合A,1.4884,1.4884,1.4616,1.4616,0.0268,1.83,2025-08-12,2025-08-12,2025-08-12 14:58:18
015881,中欧小盘成长混合C,1.4608,1.4608,1.4347,1.4347,0.0261,1.82,2025-08-12,2025-08-12,2025-08-12 14:58:18
015882,平安盈泽1年持有债券(FOF)A,1.0203,1.0203,1.0200,1.0200,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
015883,平安盈泽1年持有债券(FOF)C,1.0093,1.0093,1.0090,1.0090,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
015884,中欧港股数字经济混合发起(QDII)A,1.5869,1.5869,1.5733,1.5733,0.0136,0.86,2025-08-12,2025-08-12,2025-08-12 14:58:18
015885,中欧港股数字经济混合发起(QDII)C,1.5470,1.5470,1.5339,1.5339,0.0131,0.85,2025-08-12,2025-08-12,2025-08-12 14:58:18
015887,国投瑞银行业睿选混合A,1.0745,1.0745,1.0693,1.0693,0.0052,0.49,2025-08-12,2025-08-12,2025-08-12 14:58:19
015888,国投瑞银行业睿选混合C,1.0621,1.0621,1.0570,1.0570,0.0051,0.48,2025-08-12,2025-08-12,2025-08-12 14:58:19
015891,富国上证50基本面精选股票发起式A,0.9629,0.9629,0.9639,0.9639,-0.0010,-0.10,2025-04-06,2025-04-06,2025-04-06 17:24:22
015892,富国上证50基本面精选股票发起式C,0.9477,0.9477,0.9488,0.9488,-0.0011,-0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
015893,广发景益债券A,1.1038,1.1038,1.1015,1.1015,0.0023,0.21,2025-04-06,2025-04-06,2025-04-06 17:24:22
015894,平安中证消费电子主题ETF发起式联接A,1.1439,1.1439,1.1251,1.1251,0.0188,1.67,2025-08-12,2025-08-12,2025-08-12 14:58:18
015895,平安中证消费电子主题ETF发起式联接C,1.1299,1.1299,1.1113,1.1113,0.0186,1.67,2025-08-12,2025-08-12,2025-08-12 14:58:18
015896,天弘中证细分化工指数发起A,0.6863,0.6863,0.6759,0.6759,0.0104,1.54,2025-08-12,2025-08-12,2025-08-12 14:58:18
015897,天弘中证细分化工指数发起C,0.6821,0.6821,0.6718,0.6718,0.0103,1.53,2025-08-12,2025-08-12,2025-08-12 14:58:18
015898,大成元合双利债券发起式A,0.9719,0.9719,0.9719,0.9719,0.0000,0.00,2025-04-06,2025-04-06,2025-04-06 17:24:22
015899,大成元合双利债券发起式C,0.9870,0.9870,0.9861,0.9861,0.0009,0.09,2025-08-12,2025-08-12,2025-08-12 14:58:19
015900,东方阿尔法兴科一年持有混合A,0.8815,0.8815,0.8787,0.8787,0.0028,0.32,2025-08-12,2025-08-12,2025-08-12 14:58:19
015901,东方阿尔法兴科一年持有混合C,0.8664,0.8664,0.8637,0.8637,0.0027,0.31,2025-08-12,2025-08-12,2025-08-12 14:58:19
015904,广发新能源精选股票A,0.8715,0.8715,0.8542,0.8542,0.0173,2.03,2025-08-12,2025-08-12,2025-08-12 14:58:18
015905,广发新能源精选股票C,0.8576,0.8576,0.8406,0.8406,0.0170,2.02,2025-08-12,2025-08-12,2025-08-12 14:58:18
015906,兴业沪深300ETF发起联接A,1.0910,1.0910,1.0873,1.0873,0.0037,0.34,2025-08-12,2025-08-12,2025-08-12 14:58:19
015907,兴业沪深300ETF发起联接C,1.0846,1.0846,1.0809,1.0809,0.0037,0.34,2025-08-12,2025-08-12,2025-08-12 14:58:19
015910,鑫元裕丰债,1.0995,1.1095,1.0970,1.1070,0.0025,0.23,2025-04-06,2025-04-06,2025-04-06 17:24:22
015911,兴业致远混合A,1.1510,1.1510,1.1338,1.1338,0.0172,1.52,2025-08-12,2025-08-12,2025-08-12 14:58:18
015912,兴业致远混合C,1.1353,1.1353,1.1184,1.1184,0.0169,1.51,2025-08-12,2025-08-12,2025-08-12 14:58:18
015913,华夏鼎安一年定开债券发起式,1.1325,1.1325,1.1305,1.1305,0.0020,0.18,2025-04-06,2025-04-06,2025-04-06 17:24:22
015914,申万菱信养老目标2040三年持有混合发起(FOF),0.9863,0.9863,0.9848,0.9848,0.0015,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
015915,永赢医药创新智选混合发起A,1.8994,1.8994,1.8812,1.8812,0.0182,0.97,2025-08-12,2025-08-12,2025-08-12 14:58:18
015916,永赢医药创新智选混合发起C,1.8796,1.8796,1.8617,1.8617,0.0179,0.96,2025-08-12,2025-08-12,2025-08-12 14:58:18
015917,兴业30天滚动持有中短债A,1.0836,1.0836,1.0831,1.0831,0.0005,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
015918,兴业30天滚动持有中短债C,1.0783,1.0783,1.0777,1.0777,0.0006,0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
015923,申万菱信稳鑫90天滚动持有中短债债券A,1.0509,1.0509,1.0506,1.0506,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
015924,申万菱信稳鑫90天滚动持有中短债债券C,1.0454,1.0454,1.0451,1.0451,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
015925,万家鑫融纯债债券A,1.0787,1.1437,1.0763,1.1413,0.0024,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
015926,万家鑫融纯债债券C,1.0751,1.1331,1.0727,1.1307,0.0024,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
015927,西部利得绿色能源混合A,0.8942,0.8942,0.8718,0.8718,0.0224,2.57,2025-08-12,2025-08-12,2025-08-12 14:58:18
015928,西部利得绿色能源混合C,0.8845,0.8845,0.8624,0.8624,0.0221,2.56,2025-08-12,2025-08-12,2025-08-12 14:58:18
015929,蜂巢丰裕债券A,1.0233,1.0823,1.0206,1.0796,0.0027,0.26,2025-04-06,2025-04-06,2025-04-06 17:24:22
015930,蜂巢丰裕债券C,1.0507,1.0757,1.0480,1.0730,0.0027,0.26,2025-04-06,2025-04-06,2025-04-06 17:24:22
015931,金鹰恒润债券发起式A,1.0989,1.0989,1.0997,1.0997,-0.0008,-0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
015932,金鹰恒润债券发起式C,1.0926,1.0926,1.0934,1.0934,-0.0008,-0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
015933,中泰安悦6个月定开债A,1.0334,1.0954,1.0261,1.0881,0.0073,0.71,2025-04-06,2025-04-06,2025-04-06 00:36:37
015934,中泰安悦6个月定开债C,1.0306,1.0876,1.0234,1.0804,0.0072,0.70,2025-04-06,2025-04-06,2025-04-06 00:36:37
015935,广发景华纯债C,1.0254,1.1175,1.0219,1.1140,0.0035,0.34,2025-04-06,2025-04-06,2025-04-06 00:36:37
015937,中信保诚鼎利混合(LOF)C,1.2805,1.2805,1.2615,1.2615,0.0190,1.51,2025-08-12,2025-08-12,2025-08-12 14:58:18
015938,平安盈福6个月持有债券(FOF)A,1.0384,1.0384,1.0368,1.0368,0.0016,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
015939,平安盈福6个月持有债券(FOF)C,1.0274,1.0274,1.0259,1.0259,0.0015,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
015940,华夏聚信一年持有混合(FOF)A,1.0441,1.0441,1.0430,1.0430,0.0011,0.11,2025-04-06,2025-04-06,2025-04-06 17:24:22
015941,华夏聚信一年持有混合(FOF)C,1.0340,1.0340,1.0329,1.0329,0.0011,0.11,2025-04-06,2025-04-06,2025-04-06 17:24:22
015942,上银慧享利30天滚动持有中短债发起A,1.0988,1.0988,1.0984,1.0984,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015943,上银慧享利30天滚动持有中短债发起C,1.0929,1.0929,1.0925,1.0925,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015944,中银中证同业存单AAA指数7天持有期,1.0576,1.0576,1.0571,1.0571,0.0005,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
015945,易方达国防军工混合C,1.5010,1.5010,1.4890,1.4890,0.0120,0.81,2025-08-12,2025-08-12,2025-08-12 14:58:18
015946,兴业国企改革混合C,2.3350,2.3350,2.3390,2.3390,-0.0040,-0.17,2025-04-06,2025-04-06,2025-04-06 17:24:22
015947,兴业研究精选混合C,1.5764,1.5764,1.5581,1.5581,0.0183,1.17,2025-08-12,2025-08-12,2025-08-12 14:58:18
015948,南方光元债券A,1.0670,1.0870,1.0645,1.0845,0.0025,0.23,2025-04-06,2025-04-06,2025-04-06 17:24:22
015949,上银聚恒益一年定开债发起,1.0076,1.0770,1.0046,1.0740,0.0030,0.30,2025-04-06,2025-04-06,2025-04-06 00:36:37
015950,华夏蓝筹混合(LOF)C,1.1990,1.1990,1.1670,1.1670,0.0320,2.74,2025-08-12,2025-08-12,2025-08-12 14:58:18
015953,信澳鑫享债券A,0.9929,0.9929,0.9907,0.9907,0.0022,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
015954,信澳鑫享债券C,0.9835,0.9835,0.9813,0.9813,0.0022,0.22,2025-04-06,2025-04-06,2025-04-06 17:24:22
015955,万家中证同业存单AAA指数7天持有,1.0637,1.0637,1.0632,1.0632,0.0005,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
015956,国联安中证同业存单AAA指数7天持有期,1.0502,1.0502,1.0499,1.0499,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
015957,财通资管双安债券A,1.0391,1.0641,1.0382,1.0632,0.0009,0.09,2025-04-06,2025-04-06,2025-04-06 17:24:22
015958,财通资管双安债券C,1.0310,1.0560,1.0300,1.0550,0.0010,0.10,2025-04-06,2025-04-06,2025-04-06 17:24:22
015959,太平嘉和三个月定开债发起,1.0572,1.0572,1.0567,1.0567,0.0005,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
015960,创金合信中证同业存单AAA指数7天持有,1.0514,1.0514,1.0510,1.0510,0.0004,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015961,太平恒信6个月定开债,1.0199,1.0919,1.0181,1.0901,0.0018,0.18,2025-04-06,2025-04-06,2025-04-06 17:24:22
015962,国联添安稳健养老目标一年持有混合(FOF)A,1.0354,1.0354,1.0346,1.0346,0.0008,0.08,2025-04-06,2025-04-06,2025-04-06 17:24:22
015963,汇安品质优选混合A,0.7724,0.7724,0.7691,0.7691,0.0033,0.43,2025-08-12,2025-08-12,2025-08-12 14:58:19
015964,汇安品质优选混合C,0.7610,0.7610,0.7578,0.7578,0.0032,0.42,2025-08-12,2025-08-12,2025-08-12 14:58:19
015965,长城安心回报混合C,1.3810,1.3810,1.3608,1.3608,0.0202,1.48,2025-08-12,2025-08-12,2025-08-12 14:58:18
015967,永赢半导体产业智选混合发起A,1.3205,1.3205,1.3192,1.3192,0.0013,0.10,2025-08-12,2025-08-12,2025-08-12 14:58:19
015968,永赢半导体产业智选混合发起C,1.3048,1.3048,1.3035,1.3035,0.0013,0.10,2025-08-12,2025-08-12,2025-08-12 14:58:19
015970,华泰柏瑞景气驱动混合A,1.2605,1.2605,1.2486,1.2486,0.0119,0.95,2025-08-12,2025-08-12,2025-08-12 14:58:18
015971,华泰柏瑞景气驱动混合C,1.2443,1.2443,1.2327,1.2327,0.0116,0.94,2025-08-12,2025-08-12,2025-08-12 14:58:18
015976,光大保德信数字经济主题混合A,1.2972,1.2972,1.2899,1.2899,0.0073,0.57,2025-08-12,2025-08-12,2025-08-12 14:58:19
015977,光大保德信数字经济主题混合C,1.2843,1.2843,1.2771,1.2771,0.0072,0.56,2025-08-12,2025-08-12,2025-08-12 14:58:19
015978,安信恒鑫增强债券A,1.0578,1.0578,1.0582,1.0582,-0.0004,-0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015979,安信恒鑫增强债券C,1.0547,1.0547,1.0551,1.0551,-0.0004,-0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
015982,国泰君安稳债双利6个月持有债券发起A,1.0369,1.0369,1.0354,1.0354,0.0015,0.14,2025-04-06,2025-04-06,2025-04-06 17:24:22
015983,国泰君安稳债双利6个月持有债券发起C,1.0257,1.0257,1.0242,1.0242,0.0015,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
015984,金鹰碳中和混合发起式A,1.0000,1.0000,0.9912,0.9912,0.0088,0.89,2025-08-12,2025-08-12,2025-08-12 14:58:18
015985,金鹰碳中和混合发起式C,0.9908,0.9908,0.9820,0.9820,0.0088,0.90,2025-08-12,2025-08-12,2025-08-12 14:58:18
015986,中海新兴成长六个月持有期混合,0.8210,0.8210,0.8149,0.8149,0.0061,0.75,2025-08-12,2025-08-12,2025-08-12 14:58:18
015987,万家远见先锋一年持有期混合A,1.0259,1.0259,1.0004,1.0004,0.0255,2.55,2025-08-12,2025-08-12,2025-08-12 14:58:18
015988,万家远见先锋一年持有期混合C,1.0153,1.0153,0.9901,0.9901,0.0252,2.55,2025-08-12,2025-08-12,2025-08-12 14:58:18
015991,长城鑫利30天滚动持有中短债A,1.0718,1.0718,1.0703,1.0703,0.0015,0.14,2025-04-06,2025-04-06,2025-04-06 17:24:22
015992,长城鑫利30天滚动持有中短债C,1.0670,1.0670,1.0655,1.0655,0.0015,0.14,2025-04-06,2025-04-06,2025-04-06 17:24:22
015993,博时中证光伏产业指数A,0.4649,0.4649,0.4559,0.4559,0.0090,1.97,2025-08-12,2025-08-12,2025-08-12 14:58:18
015994,博时中证光伏产业指数C,0.4607,0.4607,0.4518,0.4518,0.0089,1.97,2025-08-12,2025-08-12,2025-08-12 14:58:18
015995,汇安裕盈纯债债券A,1.0130,1.0540,1.0116,1.0526,0.0014,0.14,2025-04-06,2025-04-06,2025-04-06 17:24:22
015996,汇安裕盈纯债债券C,1.0102,1.0382,1.0090,1.0370,0.0012,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
015997,大成中证电池主题指数发起A,0.5795,0.5795,0.5635,0.5635,0.0160,2.84,2025-08-12,2025-08-12,2025-08-12 14:58:18
015998,大成中证电池主题指数发起C,0.5742,0.5742,0.5584,0.5584,0.0158,2.83,2025-08-12,2025-08-12,2025-08-12 14:58:18
015999,中欧预见稳健养老目标一年持有混合(FOF)A,1.0236,1.0236,1.0231,1.0231,0.0005,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
016003,广发集远债券A,1.0747,1.0747,1.0753,1.0753,-0.0006,-0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
016004,广发集远债券C,1.0665,1.0665,1.0671,1.0671,-0.0006,-0.06,2025-04-06,2025-04-06,2025-04-06 17:24:22
016005,红土创新添利债券A,1.0828,1.0828,1.0792,1.0792,0.0036,0.33,2025-04-06,2025-04-06,2025-04-06 00:36:37
016006,红土创新添利债券C,1.0746,1.0746,1.0711,1.0711,0.0035,0.33,2025-04-06,2025-04-06,2025-04-06 00:36:37
016007,招商中证消费电子主题ETF联接A,1.2332,1.2332,1.2127,1.2127,0.0205,1.69,2025-08-12,2025-08-12,2025-08-12 14:58:18
016008,招商中证消费电子主题ETF联接C,1.2265,1.2265,1.2061,1.2061,0.0204,1.69,2025-08-12,2025-08-12,2025-08-12 14:58:18
016009,中加博盈一年定开债发起,1.0191,1.0831,1.0166,1.0806,0.0025,0.25,2025-04-06,2025-04-06,2025-04-06 17:24:22
016010,兴银中证科创创业50指数E,0.7103,0.7103,0.7003,0.7003,0.0100,1.43,2025-08-12,2025-08-12,2025-08-12 14:58:18
016011,西部利得沣享债券A,1.0650,1.0950,1.0617,1.0917,0.0033,0.31,2025-04-06,2025-04-06,2025-04-06 00:36:37
016012,西部利得沣享债券C,1.0632,1.0902,1.0600,1.0870,0.0032,0.30,2025-04-06,2025-04-06,2025-04-06 00:36:37
016013,南方碳中和股票发起A,0.9289,0.9289,0.9250,0.9250,0.0039,0.42,2025-08-12,2025-08-12,2025-08-12 14:58:19
016014,南方碳中和股票发起C,0.9187,0.9187,0.9149,0.9149,0.0038,0.42,2025-08-12,2025-08-12,2025-08-12 14:58:19
016015,博远利兴纯债一年定开债发起,1.0371,1.0842,1.0351,1.0822,0.0020,0.19,2025-04-06,2025-04-06,2025-04-06 17:24:22
016016,长盛恒盛利率债A,1.0999,1.0999,1.0985,1.0985,0.0014,0.13,2025-04-06,2025-04-06,2025-04-06 17:24:22
016017,长盛恒盛利率债C,1.0915,1.0915,1.0900,1.0900,0.0015,0.14,2025-04-06,2025-04-06,2025-04-06 17:24:22
016018,银河康乐股票C,2.6810,2.6810,2.6430,2.6430,0.0380,1.44,2025-08-12,2025-08-12,2025-08-12 14:58:18
016019,招商中证电池主题ETF联接A,0.5887,0.5887,0.5726,0.5726,0.0161,2.81,2025-08-12,2025-08-12,2025-08-12 14:58:18
016020,招商中证电池主题ETF联接C,0.5814,0.5814,0.5655,0.5655,0.0159,2.81,2025-08-12,2025-08-12,2025-08-12 14:58:18
016021,华安优嘉精选混合A,1.1916,1.1916,1.1903,1.1903,0.0013,0.11,2025-08-12,2025-08-12,2025-08-12 14:58:19
016022,华安优嘉精选混合C,1.1758,1.1758,1.1746,1.1746,0.0012,0.10,2025-08-12,2025-08-12,2025-08-12 14:58:19
016023,兴业添益6个月定开债券,1.0092,1.0982,1.0056,1.0946,0.0036,0.36,2025-04-06,2025-04-06,2025-04-06 00:36:37
016024,工银稳健丰瑞90天持有短债A,1.0671,1.0671,1.0664,1.0664,0.0007,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
016025,工银稳健丰瑞90天持有短债C,1.0615,1.0615,1.0608,1.0608,0.0007,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
016026,渤海汇金汇鑫益3个月定开债发起,1.0260,1.0850,1.0221,1.0811,0.0039,0.38,2025-04-06,2025-04-06,2025-04-06 00:36:37
016027,兴华安悦纯债A,1.1108,1.1108,1.1046,1.1046,0.0062,0.56,2025-04-06,2025-04-06,2025-04-06 00:36:37
016028,兴华安悦纯债C,1.1054,1.1054,1.0993,1.0993,0.0061,0.55,2025-04-06,2025-04-06,2025-04-06 00:36:37
016029,湘财成长优选一年持有混合A,0.9596,0.9596,0.9451,0.9451,0.0145,1.53,2025-08-12,2025-08-12,2025-08-12 14:58:18
016030,湘财成长优选一年持有混合C,0.9451,0.9451,0.9309,0.9309,0.0142,1.53,2025-08-12,2025-08-12,2025-08-12 14:58:18
016031,民生加银瑞华绿债一年定开发起,1.0837,1.0837,1.0799,1.0799,0.0038,0.35,2025-04-06,2025-04-06,2025-04-06 00:36:37
016032,光大尊颐纯债一年债券发起,1.0449,1.1065,1.0406,1.1022,0.0043,0.41,2025-04-06,2025-04-06,2025-04-06 00:36:37
016034,建信鑫福60天持有中短债债券A,1.0877,1.0877,1.0867,1.0867,0.0010,0.09,2025-04-06,2025-04-06,2025-04-06 17:24:22
016035,建信鑫福60天持有中短债债券C,1.0846,1.0846,1.0836,1.0836,0.0010,0.09,2025-04-06,2025-04-06,2025-04-06 17:24:22
016036,汇添富鑫添盈一年持有混合(FOF)A,1.0454,1.0454,1.0438,1.0438,0.0016,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
016037,汇添富鑫添盈一年持有混合(FOF)C,1.0388,1.0388,1.0372,1.0372,0.0016,0.15,2025-04-06,2025-04-06,2025-04-06 17:24:22
016038,汇添富丰润中短债C,1.0890,1.1140,1.0878,1.1128,0.0012,0.11,2025-04-06,2025-04-06,2025-04-06 17:24:22
016039,汇添富丰润中短债E,1.0935,1.1185,1.0923,1.1173,0.0012,0.11,2025-04-06,2025-04-06,2025-04-06 17:24:22
016040,华安新动力灵活配置混合C,1.2646,1.2646,1.2631,1.2631,0.0015,0.12,2025-04-06,2025-04-06,2025-04-06 17:24:22
016041,华安新机遇灵活配置混合C,1.5363,1.5363,1.5341,1.5341,0.0022,0.14,2025-08-12,2025-08-12,2025-08-12 14:58:19
016042,华安稳健回报混合C,1.3161,1.3161,1.3156,1.3156,0.0005,0.04,2025-04-06,2025-04-06,2025-04-06 17:24:22
016043,东财证券30A,1.3217,1.3217,1.3077,1.3077,0.0140,1.07,2025-08-12,2025-08-12,2025-08-12 14:58:18
016044,东财证券30C,1.3076,1.3076,1.2938,1.2938,0.0138,1.07,2025-08-12,2025-08-12,2025-08-12 14:58:18
016045,华商研究回报一年持有混合A,1.0816,1.0816,1.0671,1.0671,0.0145,1.36,2025-08-12,2025-08-12,2025-08-12 14:58:18
016046,华商研究回报一年持有混合C,1.0659,1.0659,1.0516,1.0516,0.0143,1.36,2025-08-12,2025-08-12,2025-08-12 14:58:18
016047,鹏扬利鑫60天滚动持有债券E,1.0861,1.0861,1.0856,1.0856,0.0005,0.05,2025-04-06,2025-04-06,2025-04-06 17:24:22
016048,华商新量化混合C,1.8540,1.8540,1.8370,1.8370,0.0170,0.93,2025-08-12,2025-08-12,2025-08-12 14:58:18
016049,华商甄选回报混合C,1.8752,1.8752,1.8619,1.8619,0.0133,0.71,2025-08-12,2025-08-12,2025-08-12 14:58:18
016051,华商万众创新混合C,2.1120,2.1120,2.0720,2.0720,0.0400,1.93,2025-08-12,2025-08-12,2025-08-12 14:58:18
016052,华商改革创新股票C,2.3255,2.3255,2.2978,2.2978,0.0277,1.21,2025-08-12,2025-08-12,2025-08-12 14:58:18
016055,博时纳斯达克100ETF发起式联接(QDII)A人民币,1.7912,1.7912,1.7743,1.7743,0.0169,0.95,2025-08-12,2025-08-12,2025-08-12 14:58:18
016056,博时纳斯达克100ETF发起式联接(QDII)A美元现汇,0.2509,0.2509,0.2487,0.2487,0.0022,0.88,2025-08-12,2025-08-12,2025-08-12 14:58:18
016057,博时纳斯达克100ETF发起式联接(QDII)C人民币,1.7734,1.7734,1.7568,1.7568,0.0166,0.94,2025-08-12,2025-08-12,2025-08-12 14:58:18
016058,博时纳斯达克100ETF发起式联接(QDII)C美元现汇,0.2484,0.2484,0.2462,0.2462,0.0022,0.89,2025-08-12,2025-08-12,2025-08-12 14:58:18
016059,长城久鼎混合C,2.1426,2.1426,2.1228,2.1228,0.0198,0.93,2025-08-12,2025-08-12,2025-08-12 14:58:18
016060,大成健康产业混合C,1.4510,1.4510,1.4180,1.4180,0.0330,2.33,2025-08-12,2025-08-12,2025-08-12 14:58:18
016061,长城环保主题混合C,1.6685,2.0656,1.6422,2.0393,0.0263,1.60,2025-08-12,2025-08-12,2025-08-12 14:58:18
016062,大成多策略混合(LOF)C,1.3751,1.3751,1.3695,1.3695,0.0056,0.41,2025-08-12,2025-08-12,2025-08-12 14:58:19
016063,华安中证同业存单AAA指数7天持有发起式,1.0582,1.0582,1.0575,1.0575,0.0007,0.07,2025-04-06,2025-04-06,2025-04-06 17:24:22
016064,建信智远先锋混合A,0.7498,0.7498,0.7457,0.7457,0.0041,0.55,2025-08-12,2025-08-12,2025-08-12 14:58:19
016065,建信智远先锋混合C,0.7413,0.7413,0.7373,0.7373,0.0040,0.54,2025-08-12,2025-08-12,2025-08-12 14:58:19
016066,英大中证同业存单AAA指数7天持有,1.0205,1.0205,1.0202,1.0202,0.0003,0.03,2025-04-06,2025-04-06,2025-04-06 17:24:22
016067,鹏华新能源汽车混合A,1.2819,1.2819,1.2424,1.2424,0.0395,3.18,2025-10-02,2025-10-02,2025-10-02 11:21:15
016068,鹏华新能源汽车混合C,1.2577,1.2577,1.2190,1.2190,0.0387,3.17,2025-10-02,2025-10-02,2025-10-02 11:21:15
016069,华商研究精选灵活配置C,3.6900,3.6900,3.5760,3.5760,0.1140,3.19,2025-10-02,2025-10-02,2025-10-02 11:21:15
016070,华商新常态混合C,0.8000,0.8000,0.7870,0.7870,0.0130,1.65,2025-08-12,2025-08-12,2025-08-12 14:58:18
016071,华安智联混合(LOF)C,1.3154,1.3154,1.3052,1.3052,0.0102,0.78,2025-08-12,2025-08-12,2025-08-12 14:58:18
016072,财通弘利纯债债券,1.0383,1.0783,1.0346,1.0746,0.0037,0.36,2025-04-06,2025-04-06,2025-04-06 00:36:37
016073,创金合信软件产业股票发起A,1.2569,1.2569,1.2471,1.2471,0.0098,0.79,2025-08-12,2025-08-12,2025-08-12 14:58:18
016074,创金合信软件产业股票发起C,1.2292,1.2292,1.2197,1.2197,0.0095,0.78,2025-08-12,2025-08-12,2025-08-12 14:58:18
016075,华夏智造升级混合A,0.9840,0.9840,0.9741,0.9741,0.0099,1.02,2025-08-12,2025-08-12,2025-08-12 14:58:18
016076,华夏智造升级混合C,0.9680,0.9680,0.9584,0.9584,0.0096,1.00,2025-08-12,2025-08-12,2025-08-12 14:58:18
016077,华夏中证农业主题ETF发起联接A,0.8053,0.8053,0.8034,0.8034,0.0019,0.24,2025-08-12,2025-08-12,2025-08-12 14:58:19
